year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,4,WN,Southwest Airlines,ECP,"Panama City, FL: Northwest Florida Beaches International",269.00,55.00,25.11,0.96,5.00,0.00,23.93,9.00,1.00,2946.00,1013.00,77.00,282.00,0.00,1574.00
2022,4,WN,Southwest Airlines,ELP,"El Paso, TX: El Paso International",566.00,158.00,46.81,2.67,9.40,0.00,99.11,6.00,0.00,8231.00,2416.00,147.00,370.00,0.00,5298.00
2022,4,WN,Southwest Airlines,EUG,"Eugene, OR: Mahlon Sweet Field",90.00,20.00,10.71,0.00,1.17,0.00,8.13,0.00,0.00,1058.00,483.00,0.00,55.00,0.00,520.00
2022,4,WN,Southwest Airlines,FAT,"Fresno, CA: Fresno Yosemite International",115.00,42.00,14.68,0.00,3.77,0.00,23.55,0.00,0.00,1897.00,646.00,0.00,154.00,0.00,1097.00
2022,4,WN,Southwest Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1280.00,346.00,163.88,4.10,57.39,1.13,119.50,63.00,7.00,19910.00,8147.00,557.00,3843.00,36.00,7327.00
2022,4,WN,Southwest Airlines,GEG,"Spokane, WA: Spokane International",261.00,89.00,36.94,0.00,7.34,0.37,44.36,1.00,0.00,3826.00,1489.00,0.00,244.00,7.00,2086.00
2022,4,WN,Southwest Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",119.00,41.00,21.87,0.00,1.76,0.00,17.37,3.00,0.00,3230.00,1678.00,0.00,254.00,0.00,1298.00
2022,4,WN,Southwest Airlines,GSP,"Greer, SC: Greenville-Spartanburg International",92.00,23.00,9.74,0.00,0.84,0.00,12.41,0.00,0.00,1298.00,327.00,0.00,44.00,0.00,927.00
2022,4,WN,Southwest Airlines,HDN,"Hayden, CO: Yampa Valley",35.00,5.00,2.15,0.00,1.13,0.00,1.72,2.00,0.00,167.00,100.00,0.00,20.00,0.00,47.00
2022,4,WN,Southwest Airlines,HNL,"Honolulu, HI: Daniel K Inouye International",934.00,209.00,66.37,0.00,42.01,2.58,98.04,9.00,1.00,10437.00,3994.00,0.00,1298.00,80.00,5065.00
2022,4,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3699.00,846.00,293.35,9.41,135.98,1.00,406.26,122.00,22.00,47955.00,15628.00,1136.00,6294.00,24.00,24873.00
2022,4,WN,Southwest Airlines,HRL,"Harlingen/San Benito, TX: Valley International",167.00,35.00,15.09,1.80,2.95,1.00,14.16,4.00,0.00,2000.00,774.00,137.00,239.00,28.00,822.00
2022,4,WN,Southwest Airlines,IAD,"Washington, DC: Washington Dulles International",171.00,44.00,20.27,1.84,2.66,0.00,19.23,2.00,0.00,2649.00,1138.00,66.00,89.00,0.00,1356.00
2022,4,WN,Southwest Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",512.00,88.00,36.07,3.07,12.57,0.00,36.29,10.00,4.00,5662.00,1463.00,277.00,1589.00,0.00,2333.00
2022,4,WN,Southwest Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",112.00,29.00,12.33,0.00,1.30,0.00,15.37,0.00,0.00,1351.00,532.00,0.00,59.00,0.00,760.00
2022,4,WN,Southwest Airlines,IND,"Indianapolis, IN: Indianapolis International",689.00,200.00,92.49,1.39,21.61,0.00,84.51,31.00,0.00,12485.00,4973.00,127.00,1361.00,0.00,6024.00
2022,4,WN,Southwest Airlines,ISP,"Islip, NY: Long Island MacArthur",190.00,53.00,19.54,1.09,3.69,0.00,28.69,5.00,2.00,3677.00,1351.00,220.00,281.00,0.00,1825.00
2022,4,WN,Southwest Airlines,ITO,"Hilo, HI: Hilo International",120.00,24.00,9.31,0.00,1.89,0.80,12.00,2.00,0.00,1023.00,432.00,0.00,36.00,12.00,543.00
2022,4,WN,Southwest Airlines,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",196.00,48.00,15.54,2.04,6.03,0.00,24.39,7.00,3.00,2147.00,513.00,75.00,289.00,0.00,1270.00
2022,4,WN,Southwest Airlines,JAX,"Jacksonville, FL: Jacksonville International",309.00,112.00,48.88,1.58,8.45,0.00,53.09,2.00,3.00,6111.00,2368.00,52.00,312.00,0.00,3379.00
2022,4,WN,Southwest Airlines,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",290.00,107.00,28.41,0.00,23.25,1.36,53.98,2.00,1.00,4488.00,1203.00,0.00,810.00,54.00,2421.00
2022,4,WN,Southwest Airlines,LAS,"Las Vegas, NV: McCarran International",5785.00,1688.00,478.92,8.38,392.99,3.25,804.46,52.00,3.00,84619.00,23900.00,707.00,16594.00,100.00,43318.00
2022,4,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2347.00,675.00,253.62,1.13,72.26,4.92,343.07,19.00,5.00,32895.00,12383.00,131.00,2421.00,116.00,17844.00
2022,4,WN,Southwest Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",195.00,48.00,11.53,0.93,1.69,0.00,33.84,3.00,0.00,2255.00,528.00,56.00,112.00,0.00,1559.00
2022,4,WN,Southwest Airlines,LGA,"New York, NY: LaGuardia",1003.00,307.00,101.11,9.05,106.81,0.00,90.03,23.00,2.00,16757.00,5402.00,711.00,5627.00,0.00,5017.00
2022,4,WN,Southwest Airlines,LGB,"Long Beach, CA: Long Beach Airport",1006.00,231.00,73.33,1.99,32.55,0.00,123.13,6.00,0.00,9737.00,3042.00,133.00,1040.00,0.00,5522.00
2022,4,WN,Southwest Airlines,LIH,"Lihue, HI: Lihue Airport",243.00,83.00,36.64,0.00,22.99,1.55,21.82,3.00,1.00,4070.00,2000.00,0.00,818.00,31.00,1221.00
2022,4,WN,Southwest Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",171.00,49.00,18.86,1.83,2.90,0.00,25.41,2.00,1.00,2829.00,1052.00,62.00,177.00,0.00,1538.00
2022,4,WN,Southwest Airlines,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",280.00,75.00,23.00,0.00,8.73,0.00,43.27,7.00,0.00,4231.00,986.00,0.00,471.00,0.00,2774.00
2022,4,WN,Southwest Airlines,MCI,"Kansas City, MO: Kansas City International",1424.00,442.00,183.60,3.28,54.01,0.00,201.11,27.00,3.00,22987.00,8430.00,237.00,2287.00,0.00,12033.00
2022,4,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2956.00,822.00,342.66,10.12,129.45,1.07,338.70,159.00,14.00,50084.00,19696.00,707.00,8435.00,48.00,21198.00
2022,4,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",5281.00,1439.00,494.33,18.69,261.75,2.98,661.25,98.00,34.00,80678.00,26947.00,1571.00,12200.00,109.00,39851.00
2022,4,WN,Southwest Airlines,MEM,"Memphis, TN: Memphis International",210.00,80.00,38.44,0.21,4.79,0.00,36.56,5.00,0.00,4407.00,1798.00,32.00,285.00,0.00,2292.00
2022,4,WN,Southwest Airlines,MHT,"Manchester, NH: Manchester-Boston Regional",188.00,75.00,44.66,0.97,1.88,0.00,27.49,6.00,1.00,3485.00,1784.00,123.00,65.00,0.00,1513.00
2022,4,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",532.00,201.00,71.19,1.00,48.02,1.00,79.79,23.00,4.00,12215.00,3781.00,157.00,3111.00,16.00,5150.00
2022,4,WN,Southwest Airlines,MKE,"Milwaukee, WI: General Mitchell International",629.00,192.00,86.93,2.25,16.86,0.97,84.99,18.00,0.00,11743.00,5310.00,174.00,702.00,24.00,5533.00
2022,4,WN,Southwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",376.00,147.00,60.43,2.59,15.36,0.81,67.80,6.00,2.00,7798.00,2686.00,211.00,656.00,13.00,4232.00
2022,4,WN,Southwest Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1396.00,386.00,128.23,4.05,48.22,0.50,205.00,28.00,3.00,22303.00,6607.00,377.00,2763.00,20.00,12536.00
2022,4,WN,Southwest Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",35.00,5.00,3.65,0.00,0.07,0.00,1.28,1.00,0.00,175.00,109.00,0.00,3.00,0.00,63.00
2022,4,WN,Southwest Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",236.00,78.00,35.39,0.75,6.22,0.00,35.64,2.00,0.00,3930.00,1764.00,15.00,362.00,0.00,1789.00
2022,4,WN,Southwest Airlines,OAK,"Oakland, CA: Metropolitan Oakland International",3059.00,789.00,245.39,1.96,108.78,5.64,427.24,26.00,0.00,36655.00,12116.00,106.00,3271.00,159.00,21003.00
2022,4,WN,Southwest Airlines,OGG,"Kahului, HI: Kahului Airport",554.00,181.00,57.15,0.00,61.93,4.21,57.71,5.00,0.00,8102.00,2943.00,0.00,2316.00,103.00,2740.00
2022,4,WN,Southwest Airlines,OKC,"Oklahoma City, OK: Will Rogers World",427.00,128.00,52.10,2.91,8.39,0.00,64.60,3.00,2.00,7355.00,2508.00,320.00,334.00,0.00,4193.00
2022,4,WN,Southwest Airlines,OMA,"Omaha, NE: Eppley Airfield",495.00,191.00,82.03,1.08,18.17,0.42,89.30,7.00,1.00,9590.00,3784.00,71.00,777.00,16.00,4942.00
2022,4,WN,Southwest Airlines,ONT,"Ontario, CA: Ontario International",893.00,246.00,94.11,0.00,10.79,0.52,140.58,8.00,0.00,11221.00,4179.00,0.00,417.00,14.00,6611.00
2022,4,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",787.00,254.00,89.80,2.65,95.58,0.00,65.96,17.00,5.00,13253.00,4369.00,491.00,4633.00,0.00,3760.00
2022,4,WN,Southwest Airlines,ORF,"Norfolk, VA: Norfolk International",189.00,78.00,46.23,1.03,5.64,0.00,25.10,4.00,0.00,3274.00,1654.00,25.00,295.00,0.00,1300.00
2022,4,WN,Southwest Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",120.00,48.00,23.03,0.00,13.77,0.41,10.80,3.00,0.00,2703.00,1304.00,0.00,851.00,7.00,541.00
2022,4,WN,Southwest Airlines,PDX,"Portland, OR: Portland International",506.00,191.00,79.48,0.94,26.01,1.00,83.57,3.00,1.00,9318.00,3740.00,62.00,974.00,27.00,4515.00
2022,4,WN,Southwest Airlines,PHL,"Philadelphia, PA: Philadelphia International",316.00,100.00,41.52,4.17,7.62,1.00,45.69,7.00,0.00,5848.00,1987.00,349.00,501.00,66.00,2945.00
2022,4,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4756.00,1256.00,425.63,6.38,171.31,5.34,647.34,48.00,0.00,60926.00,19551.00,661.00,5763.00,184.00,34767.00
2022,4,WN,Southwest Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",672.00,193.00,90.06,6.28,19.42,1.82,75.41,17.00,0.00,10864.00,4499.00,372.00,1016.00,55.00,4922.00
2022,4,WN,Southwest Airlines,PNS,"Pensacola, FL: Pensacola International",165.00,52.00,15.87,0.89,5.06,0.00,30.17,2.00,0.00,2984.00,708.00,75.00,245.00,0.00,1956.00
2022,4,WN,Southwest Airlines,PSP,"Palm Springs, CA: Palm Springs International",228.00,70.00,27.12,0.00,9.40,0.00,33.48,0.00,1.00,3452.00,1481.00,0.00,334.00,0.00,1637.00
2022,4,WN,Southwest Airlines,PVD,"Providence, RI: Theodore Francis Green State",296.00,88.00,48.78,0.78,5.25,0.00,33.19,9.00,0.00,4087.00,1924.00,36.00,278.00,0.00,1849.00
2022,4,WN,Southwest Airlines,PWM,"Portland, ME: Portland International Jetport",86.00,44.00,27.42,0.00,3.60,0.00,12.98,2.00,1.00,1945.00,1114.00,0.00,129.00,0.00,702.00
2022,4,WN,Southwest Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",533.00,192.00,95.86,1.39,13.17,0.00,81.58,8.00,1.00,9154.00,3987.00,56.00,843.00,0.00,4268.00
2022,4,WN,Southwest Airlines,RIC,"Richmond, VA: Richmond International",92.00,25.00,8.14,0.00,4.11,0.00,12.75,2.00,0.00,1759.00,310.00,0.00,489.00,0.00,960.00
2022,4,WN,Southwest Airlines,RNO,"Reno, NV: Reno/Tahoe International",579.00,155.00,57.33,0.18,16.42,0.00,81.07,6.00,2.00,6347.00,1962.00,16.00,452.00,0.00,3917.00
2022,4,WN,Southwest Airlines,ROC,"Rochester, NY: Greater Rochester International",97.00,54.00,23.90,1.36,2.47,0.00,26.27,2.00,0.00,3708.00,1136.00,444.00,105.00,0.00,2023.00
2022,4,WN,Southwest Airlines,RSW,"Fort Myers, FL: Southwest Florida International",665.00,204.00,74.71,0.06,42.41,0.00,86.81,32.00,5.00,13498.00,4275.00,3.00,2821.00,0.00,6399.00
2022,4,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2575.00,624.00,237.14,0.10,53.91,7.97,324.88,17.00,0.00,29189.00,10668.00,8.00,1635.00,175.00,16703.00
2022,4,WN,Southwest Airlines,SAT,"San Antonio, TX: San Antonio International",1056.00,257.00,98.85,2.77,32.88,0.91,121.59,15.00,3.00,12856.00,4179.00,191.00,1475.00,21.00,6990.00
2022,4,WN,Southwest Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",184.00,57.00,21.00,0.35,12.04,0.00,23.61,0.00,0.00,3131.00,988.00,9.00,632.00,0.00,1502.00
2022,4,WN,Southwest Airlines,SBA,"Santa Barbara, CA: Santa Barbara Municipal",146.00,56.00,20.63,0.00,4.98,0.00,30.40,0.00,0.00,2451.00,754.00,0.00,290.00,0.00,1407.00
2022,4,WN,Southwest Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",266.00,90.00,42.18,1.69,5.89,0.00,40.23,8.00,0.00,4115.00,1594.00,195.00,386.00,0.00,1940.00
2022,4,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",740.00,237.00,104.75,0.00,27.52,0.70,104.03,3.00,2.00,11926.00,4415.00,0.00,1229.00,23.00,6259.00
2022,4,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",720.00,224.00,77.81,0.43,53.16,0.00,92.60,5.00,0.00,10107.00,3504.00,10.00,1821.00,0.00,4772.00
2022,4,WN,Southwest Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2573.00,779.00,241.92,0.79,127.74,4.16,404.39,40.00,0.00,37454.00,11061.00,66.00,4412.00,85.00,21830.00
2022,4,WN,Southwest Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",302.00,83.00,30.95,3.34,11.00,0.24,37.47,4.00,0.00,4625.00,1309.00,377.00,462.00,22.00,2455.00
2022,4,WN,Southwest Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",847.00,291.00,137.09,0.10,41.95,0.85,111.01,5.00,0.00,13461.00,5374.00,12.00,1632.00,94.00,6349.00
2022,4,WN,Southwest Airlines,SMF,"Sacramento, CA: Sacramento International",2504.00,694.00,224.16,0.36,96.41,1.29,371.78,29.00,1.00,31004.00,9944.00,69.00,3032.00,47.00,17912.00
2022,4,WN,Southwest Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1450.00,381.00,139.80,0.00,76.29,1.58,163.33,11.00,0.00,14463.00,5036.00,0.00,2184.00,95.00,7148.00
2022,4,WN,Southwest Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",352.00,104.00,39.47,1.23,28.45,0.00,34.86,19.00,4.00,5862.00,2016.00,40.00,1717.00,0.00,2089.00
2022,4,WN,Southwest Airlines,STL,"St. Louis, MO: St Louis Lambert International",2665.00,621.00,248.04,3.67,64.00,2.25,303.05,46.00,0.00,33590.00,12617.00,404.00,2679.00,54.00,17836.00
2022,4,WN,Southwest Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",95.00,36.00,22.21,0.00,1.96,0.00,11.83,2.00,0.00,1551.00,1073.00,0.00,48.00,0.00,430.00
2022,4,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",1867.00,518.00,188.12,5.65,96.83,0.70,226.70,84.00,22.00,31576.00,11689.00,604.00,5497.00,14.00,13772.00
2022,4,WN,Southwest Airlines,TUL,"Tulsa, OK: Tulsa International",313.00,101.00,38.77,0.53,9.29,0.00,52.40,3.00,0.00,4830.00,1604.00,8.00,394.00,0.00,2824.00
2022,4,WN,Southwest Airlines,TUS,"Tucson, AZ: Tucson International",255.00,98.00,39.92,0.00,8.02,0.00,50.06,0.00,0.00,5373.00,1966.00,0.00,289.00,0.00,3118.00
2022,4,WN,Southwest Airlines,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",161.00,48.00,12.32,0.84,7.34,0.00,27.50,0.00,0.00,2385.00,591.00,86.00,298.00,0.00,1410.00
2022,4,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",32.00,2.00,0.26,0.00,0.06,0.00,1.68,0.00,0.00,185.00,27.00,0.00,6.00,0.00,152.00
2022,4,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",102.00,11.00,6.05,0.04,1.61,0.00,3.30,0.00,0.00,983.00,793.00,3.00,41.00,0.00,146.00
2022,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",150.00,13.00,11.00,0.00,2.00,0.00,0.00,2.00,0.00,1057.00,1006.00,0.00,51.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",37.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,200.00,98.00,0.00,102.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",22.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,88.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",97.00,19.00,11.06,0.21,1.58,0.00,6.14,0.00,0.00,889.00,607.00,11.00,42.00,0.00,229.00
2022,4,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",30.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,205.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",59.00,12.00,3.90,0.61,2.12,0.00,5.37,1.00,0.00,1086.00,210.00,36.00,353.00,0.00,487.00
2022,4,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",10.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,149.00,111.00,0.00,38.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",90.00,13.00,5.85,1.63,3.57,0.00,1.95,0.00,0.00,728.00,420.00,46.00,162.00,0.00,100.00
2022,4,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",14.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,82.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",30.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,408.00,408.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,BUR,"Burbank, CA: Bob Hope",40.00,4.00,2.84,0.00,0.24,0.00,0.93,0.00,0.00,83.00,54.00,0.00,4.00,0.00,25.00
2022,4,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",13.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",62.00,9.00,3.00,4.00,1.00,0.00,1.00,0.00,0.00,583.00,191.00,298.00,29.00,0.00,65.00
2022,4,YV,Mesa Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",112.00,27.00,12.95,1.66,7.20,0.00,5.19,1.00,0.00,2272.00,1499.00,146.00,238.00,0.00,389.00
2022,4,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",98.00,13.00,9.00,1.00,3.00,0.00,0.00,0.00,0.00,666.00,430.00,42.00,194.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",120.00,17.00,8.00,2.00,7.00,0.00,0.00,1.00,1.00,1684.00,1392.00,139.00,153.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",65.00,11.00,8.00,1.00,2.00,0.00,0.00,0.00,0.00,306.00,179.00,72.00,55.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",39.00,3.00,0.00,0.00,1.60,0.00,1.40,1.00,0.00,164.00,0.00,0.00,81.00,0.00,83.00
2022,4,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",55.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,503.00,503.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",65.00,9.00,4.00,1.00,3.00,0.00,1.00,1.00,0.00,485.00,287.00,52.00,108.00,0.00,38.00
2022,4,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1579.00,276.00,72.39,17.84,71.96,0.00,113.81,24.00,4.00,22718.00,8644.00,1815.00,3267.00,0.00,8992.00
2022,4,YV,Mesa Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",78.00,18.00,7.00,0.32,4.41,0.00,6.26,1.00,0.00,995.00,323.00,20.00,244.00,0.00,408.00
2022,4,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",52.00,7.00,4.00,1.00,2.00,0.00,0.00,0.00,0.00,301.00,169.00,86.00,46.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",60.00,14.00,6.85,1.00,3.38,0.00,2.77,1.00,0.00,2004.00,792.00,627.00,228.00,0.00,357.00
2022,4,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",198.00,22.00,12.14,1.94,2.28,0.00,5.64,3.00,1.00,2312.00,1492.00,236.00,126.00,0.00,458.00
2022,4,YV,Mesa Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",8.00,1.00,0.05,0.00,0.00,0.00,0.95,0.00,0.00,76.00,4.00,0.00,0.00,0.00,72.00
2022,4,YV,Mesa Airlines Inc.,FAR,"Fargo, ND: Hector International",60.00,21.00,11.28,0.20,5.50,0.00,4.02,1.00,0.00,1608.00,782.00,45.00,213.00,0.00,568.00
2022,4,YV,Mesa Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",18.00,3.00,2.12,0.00,0.00,0.00,0.88,0.00,0.00,265.00,242.00,0.00,0.00,0.00,23.00
2022,4,YV,Mesa Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",89.00,24.00,12.29,0.00,1.95,0.00,9.77,3.00,0.00,2089.00,1029.00,0.00,88.00,0.00,972.00
2022,4,YV,Mesa Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",26.00,12.00,3.32,0.00,4.25,0.00,4.42,0.00,0.00,652.00,249.00,0.00,125.00,0.00,278.00
2022,4,YV,Mesa Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",30.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,107.00,107.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",30.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,324.00,324.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,HHH,"Hilton Head, SC: Hilton Head Airport",30.00,7.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,601.00,500.00,0.00,101.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",140.00,27.00,10.50,3.40,7.44,0.00,5.66,6.00,0.00,2770.00,498.00,1130.00,630.00,0.00,512.00
2022,4,YV,Mesa Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",29.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,60.00,60.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",26.00,7.00,3.87,0.00,3.13,0.00,0.00,0.00,0.00,266.00,159.00,0.00,107.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",937.00,121.00,42.00,6.00,47.00,0.00,26.00,3.00,0.00,9533.00,3802.00,588.00,3040.00,0.00,2103.00
2022,4,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1716.00,178.00,75.50,15.97,65.32,1.00,20.21,21.00,10.00,14987.00,9019.00,1680.00,2671.00,62.00,1555.00
2022,4,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",24.00,5.00,1.35,0.00,3.27,0.00,0.38,1.00,0.00,178.00,54.00,0.00,106.00,0.00,18.00
2022,4,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",33.00,5.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,180.00,137.00,43.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",152.00,35.00,15.26,1.29,6.60,0.00,11.85,0.00,0.00,2336.00,1204.00,80.00,278.00,0.00,774.00
2022,4,YV,Mesa Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",25.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",178.00,26.00,8.00,8.00,10.00,0.00,0.00,1.00,1.00,1427.00,530.00,458.00,439.00,0.00,0.00
